2004,20472048,林海霞,副教授,上海大学,279
2009,20973067,欧忠敏,讲师,上海大学,280
2009,90922033,段智明,博士后,上海大学,281
2002,20242007,沈忠明,副教授,上海大学,282
2001,20176026,沈文豪,教授,上海大学,283
2003,20373040,潘庆谊,教授,上海大学,284
2007,20771057,王兆喜,讲师,上海大学,285
2004,20437020,王学彤,博士后,上海大学,286
2007,20773037,王晓红,博士后,上海大学,287
2001,20101006,王林军,讲师,上海大学,288
2009,20905046,王田霖,教授,上海大学,289
2009,20904029,王艳丽,讲师,上海大学,290
2001,20176026,盛威,副教授,上海大学,291
2001,20172037,童玮琦,工程师,上海大学,292
2004,20472047,童玮琦,工程师,上海大学,292
2009,20975066,罗立强,副教授,上海大学,293
2001,20101006,胡昂,教授,上海大学,294
2009,20974018,苏新艳,讲师,上海大学,295
2009,20972093,莫峻,副研究员,上海大学,296
2005,20571051,董俊平,讲师,上海大学,297
2007,20777048,董俊萍,讲师,上海大学,298
2006,20673071,董俊萍,副教授,上海大学,298
2004,20472049,蒋海珍,讲师,上海大学,299
2006,20672072,蒋海珍,讲师,上海大学,299
2009,20901049,蔡明沂,博士后,上海大学,300
2008,20873083,袁安保,副教授,上海大学,301
2008,20877053,许云峰,副教授,上海大学,302
2002,20276032,许庆国,讲师,上海大学,303
2009,20902057,贾学顺,教授,上海大学,304
2006,20604015,贾少晋,副教授,上海大学,305
2008,20871081,赵兵,副研究员,上海大学,306
2010,21001072,赵尹,讲师,上海大学,307
2009,20971084,赵永梅,讲师,上海大学,308
2009,20904029,邓小勇,讲师,上海大学,309
2009,20972093,邓红梅,副研究员,上海大学,310
2009,20905047,邢玉梅,博士后,上海大学,311
2009,20971084,邢菲菲,讲师,上海大学,312
2010,21001073,邢菲菲,讲师,上海大学,312
2006,20677038,邹联沛,讲师,上海大学,313
2002,20271032,郭也平,副教授,上海大学,314
2007,20777048,郭晓亚,讲师,上海大学,315
2009,20975107,郭艳群,讲师,上海大学,316
2007,20771074,金志清,副研究员,上海大学,317
2008,20872087,金红梅,讲师,上海大学,318
2010,21072128,钱群,讲师,上海大学,319
2006,20672071,钱群,讲师,上海大学,319
2005,20503015,陆文聪,教授,上海大学,320
2004,20477024,陈丹,讲师,上海大学,321
2006,20677037,陈文觉,副教授,上海大学,322
2008,20802043,陈杰,讲师,上海大学,323
2004,20472047,陈杰,讲师,上海大学,323
2010,21072126,陈杰,讲师,上海大学,323
2004,20472047,陈雅丽,副教授,上海大学,324
2001,20172037,陈雅丽,副教授,上海大学,324
2002,20242007,雍克岚,副教授,上海大学,325
2010,91022019,雷芳,博士后,上海大学,326
2002,20242007,顾建明,副教授,上海大学,327
2006,90606016,颜蔚,博士后,上海大学,328
2008,20873082,饶薇薇,讲师,上海大学,329
2001,20101006,马金昌,讲师,上海大学,330
2004,20472049,黄培刚,工程师,上海大学,331
2007,20772080,黄培刚,工程师,上海大学,331
2010,21072128,黄培刚,工程师,上海大学,331
2002,20242007,黄海,讲师,上海大学,332
2009,20907029,黄鑫,讲师,上海大学,333
2008,20801026,吴远东,教授,上海工程技术大学,334
2004,20462004,尹小英,高级工程师,上海工程技术大学,335
2007,20702062,刘成洪,讲师,上海市农业科学院,336
2004,20477028,宋祥甫,研究员,上海市农业科学院,337
2006,20633030,陆靖,教授,上海市教育委员会,338
2008,20877020,伏晴艳,高级工程师,上海市环境监测中心,339
2010,21047001,沈根祥,教授,上海市环境科学研究院,340
2010,21047001,王晓丹,工程师,上海市环境科学研究院,341
2010,21047001,胡双庆,工程师,上海市环境科学研究院,342
2010,21047001,赵庆节,工程师,上海市环境科学研究院,343
2010,21047001,钱晓雍,工程师,上海市环境科学研究院,344
2006,20607014,马英歌,工程师,上海市环境科学研究院,345
2009,20974101,吉凯,博士后,上海师范大学,346
2006,20671063,吴惠霞,副教授,上海师范大学,347
2003,20377031,吴跃东,讲师,上海师范大学,348
2006,20671063,周国光,高级工程师,上海师范大学,349
2007,20701009,周治国,讲师,上海师范大学,350
2005,20571016,周治国,工程师,上海师范大学,350
2005,20503016,姜远达,讲师,上海师范大学,351
2007,20705020,娄芝英,讲师,上海师范大学,352
2006,20672073,孙昌佑,副教授,上海师范大学,353
2006,20603023,张静,讲师,上海师范大学,354
2009,20973114,文颖,副教授,上海师范大学,355
2005,20573075,曹晓卫,副教授,上海师范大学,356
2009,20937003,朱建,讲师,上海师范大学,357
2004,20443005,朱龙章,副教授,上海师范大学,358
2005,20573075,朱龙章,副教授,上海师范大学,358
2005,20573075,李兴玉,教授,上海师范大学,359
2008,20872093,李兴玉,教授,上海师范大学,359
2009,20971086,杨红,讲师,上海师范大学,360
2006,20673072,杨良准,副教授,上海师范大学,361
2003,20377031,王明辉,副教授,上海师范大学,362
2006,20603023,王明辉,副教授,上海师范大学,362
2007,20775049,王桂华,研究员,上海师范大学,363
2008,20873086,王正,副教授,上海师范大学,364
2010,21073122,王正,副教授,上海师范大学,364
2007,20773088,章骏,讲师,上海师范大学,365
2006,20672073,肖海波,副教授,上海师范大学,366
2005,20573075,胡岗,高级工程师,上海师范大学,367
2004,20407014,薛思佳,教授,上海师范大学,368
2005,20543007,薛思佳,教授,上海师范大学,368
2010,21042010,薛思佳,教授,上海师范大学,368
2008,20872093,薛思佳,教授,上海师范大学,368
2009,20973114,许东芳,副教授,上海师范大学,369
2007,20773088,许东芳,讲师,上海师范大学,369
2005,20573075,贾能勤,副教授,上海师范大学,370
2009,20973113,赵卿飞,讲师,上海师范大学,371
2009,20971086,赵渝,讲师,上海师范大学,372
2009,20906062,郭亚军,教授,上海师范大学,373
2004,20472052,金荣华,副教授,上海师范大学,374
2009,20973114,陈军,副教授,上海师范大学,375
2007,20773038,陈建波,副教授,上海师范大学,376
2009,20937003,霍宇凝,副教授,上海师范大学,377
2004,20407014,霍宇凝,讲师,上海师范大学,377
2000,20077006,黄杉生,教授,上海师范大学,378
2007,20776042,万衡,副研究员,上海应用技术大学,379
2010,21006010,吴小梅,讲师,上海应用技术大学,380
2009,20976105,吴锡慧,副教授,上海应用技术大学,381
2009,20971087,周义峰,讲师,上海应用技术大学,382
2008,20876097,宋晓秋,教授,上海应用技术大学,383
2009,20933007,康诗钊,教授,上海应用技术大学,384
2008,20876097,张健,高级工程师,上海应用技术大学,385
2004,20442005,张健,副研究员,上海应用技术大学,385
2008,20876097,张婉萍,副教授,上海应用技术大学,386
2002,20272013,徐毅,博士后,上海应用技术大学,387
2006,20601008,李会英,博士后,上海应用技术大学,388
2007,20703017,李会英,博士后,上海应用技术大学,388
2009,20976105,李葓,讲师,上海应用技术大学,389
2010,21005049,樊冬丽,讲师,上海应用技术大学,390
2009,20971087,毛东森,教授,上海应用技术大学,391
2010,21005049,王东升,工程师,上海应用技术大学,392
2010,21076125,王伟,教授,上海应用技术大学,393
2009,20933007,穆劲,教授,上海应用技术大学,394
2006,20607019,耿春女,工程师,上海应用技术大学,395
2010,21076125,胡静,讲师,上海应用技术大学,396
2008,20876097,荣绍丰,副教授,上海应用技术大学,397
2008,20876097,蔡宝国,工程师,上海应用技术大学,398
2009,20971087,陈勇,讲师,上海应用技术大学,399
2009,20976105,高峰,讲师,上海应用技术大学,400
2003,20376045,高群,讲师,上海应用技术大学,401
2006,20676079,高群,讲师,上海应用技术大学,401
2010,21071096,安燕,讲师,上海海事大学,402
2005,20577026,张丽,博士后,上海海事大学,403
2000,20002006,王军华,博士后,上海海事大学,404
2008,20877023,凌云,讲师,上海海洋大学,405
2010,91027025,李立,博士后,上海海洋大学,406
2008,20877023,黄宏,副教授,上海海洋大学,407
2004,20406011,关欣,讲师,上海理工大学,408
2009,20971078,唐志红,博士后,上海理工大学,409
2003,20333020,宋波,博士后,上海理工大学,410
2010,21001082,彭成信,博士后,上海理工大学,411
2009,20971078,沈淑玲,博士后,上海理工大学,412
2010,21066010,王觅堂,讲师,上海理工大学,413
2009,20906061,田振然,讲师,上海理工大学,414
2009,20906061,纪桂霞,副教授,上海理工大学,415
2010,21075112,缪煜清,教授,上海理工大学,416
